iteration_no,link_id,from_node_id,to_node_id,volume,ref_volume,base_demand_volume,obs_volume,background_volume,link_capacity,lane_capacity,D,doc,vdf_fftt,travel_time,vdf_alpha,vdf_beta,vdf_plf,speed_mph,speed_kmph,VMT,VHT,PMT,PHT,VHT_QVDF,PHT_QVDF,geometry,mod_vol_auto,obs_vol_auto,P,t0,t2,t3,vt2_mph,vt2_kmph,mu,Q_gamma,free_speed_mph,cutoff_speed_mph,free_speed_kmph,cutoff_speed_kmph,congestion_ref_speed_mph,avg_queue_speed_mph,avg_QVDF_period_speed_mph,congestion_ref_speed_kmph,avg_queue_speed_kmph,avg_QVDF_period_speed_kmph,avg_QVDF_period_travel_time,Severe_Congestion_P,spd_mph_07:00,spd_mph_07:05,spd_mph_07:10,spd_mph_07:15,spd_mph_07:20,spd_mph_07:25,spd_mph_07:30,spd_mph_07:35,spd_mph_07:40,spd_mph_07:45,spd_mph_07:50,spd_mph_07:55,
1,1150,718,414,150.0000,0.0000,0.0000,-1.0000,0.0000,57500.0000,11500.0000,30.0000,0.0026,0.3900,0.3900,0.1500,4.0000,1.0000,64.6154,103.9662,63.000000,0.975000,63.000000,0.975000,0.969548,0.969548,"LINESTRING (-111.9340377 33.4353566, -111.9349409 33.4352002, -111.935347 33.4351648, -111.9357877 33.4351459, -111.9361827 33.4351338, -111.9366722 33.435147, -111.9368437 33.4351589, -111.9370743 33.4351749, -111.9375162 33.4352242, -111.9397647 33.4355041, -111.9403875 33.4355729, -111.9412352 33.4356664)",150.000000,-1.000000,0.002609,7.498696,7.500000,7.501304,48.750000,78.438750,3000.000000,8911917465280.318359,65.000000,48.750000,104.585000,78.438750,64.957609,64.957609,64.978749,104.516792,104.516792,104.550807,0.387819,0.000000,65.000,64.993,64.986,64.979,64.972,64.965,48.750,64.965,64.972,64.979,64.986,64.993,
1,1151,719,720,480.0000,0.0000,0.0000,-1.0000,0.0000,14400.0000,4800.0000,160.0000,0.0333,0.5700,0.5700,0.1500,4.0000,1.0000,45.2632,72.8284,206.400000,4.560000,206.400000,4.560000,4.606500,4.606500,"LINESTRING (-111.9531929 33.3782248, -111.95358 33.3782263, -111.9546678 33.3782306, -111.9549808 33.3782319, -111.9551987 33.3782327, -111.9553959 33.3782335, -111.9557198 33.3782348, -111.9563284 33.3782363, -111.9568544 33.3782393, -111.9571109 33.3782403, -111.9573349 33.3782412, -111.9578529 33.3782432, -111.9583069 33.378245, -111.9583839 33.3782453, -111.9585359 33.3782459, -111.958982 33.3782477, -111.9597579 33.3782523, -111.9601839 33.3782549, -111.9605983 33.3782574, -111.9606237 33.3782575)",480.000000,-1.000000,0.033333,7.483333,7.500000,7.516667,33.749988,54.303731,4800.000000,772596193.236975,45.000000,33.750000,72.405000,54.303750,44.625000,44.624992,44.806250,71.801625,71.801612,72.093256,0.575813,0.000000,45.000,44.935,44.871,44.806,44.741,44.677,33.750,44.677,44.741,44.806,44.871,44.935,
1,1152,719,2023,1340.0000,0.0000,0.0000,-1.0000,0.0000,25600.0000,6400.0000,335.0000,0.0523,0.0500,0.0500,0.1500,4.0000,1.0000,40.0000,64.3600,53.600000,1.116667,53.600000,1.116667,1.199369,1.199369,"LINESTRING (-111.9531929 33.3782248, -111.9529407 33.3782229, -111.9526768 33.3782209, -111.952513 33.3782208)",1340.000000,-1.000000,0.052344,7.473828,7.500000,7.526172,33.749929,54.303635,6400.000000,15523947.029804,45.000000,33.750000,72.405000,54.303750,44.411133,44.411083,44.690152,71.457513,71.457432,71.906455,0.053703,0.000000,45.000,44.896,44.793,44.689,44.586,44.482,33.750,44.482,44.586,44.689,44.793,44.896,
1,1153,720,719,1340.0000,0.0000,0.0000,-1.0000,0.0000,14400.0000,4800.0000,446.6667,0.0931,0.5700,0.5700,0.1500,4.0000,1.0000,45.2632,72.8284,576.200000,12.730002,576.200000,12.730002,12.969355,12.969355,"LINESTRING (-111.9606237 33.3782575, -111.9605983 33.3782574, -111.9601839 33.3782549, -111.9597579 33.3782523, -111.958982 33.3782477, -111.9585359 33.3782459, -111.9583839 33.3782453, -111.9583069 33.378245, -111.9578529 33.3782432, -111.9573349 33.3782412, -111.9571109 33.3782403, -111.9568544 33.3782393, -111.9563284 33.3782363, -111.9557198 33.3782348, -111.9553959 33.3782335, -111.9551987 33.3782327, -111.9549808 33.3782319, -111.9546678 33.3782306, -111.95358 33.3782263, -111.9531929 33.3782248)",1340.000000,-1.000000,0.093056,7.453472,7.500000,7.546528,33.749288,54.302605,4800.000000,12117961.463687,45.000000,33.750000,72.405000,54.303750,43.953125,43.952631,44.427808,70.720578,70.719783,71.484343,0.580717,0.000000,45.000,44.808,44.615,44.423,44.230,44.038,33.749,44.038,44.230,44.423,44.615,44.808,
1,1154,720,1147,480.0000,0.0000,0.0000,-1.0000,0.0000,25600.0000,6400.0000,120.0000,0.0187,0.0400,0.0400,0.1500,4.0000,1.0000,30.0000,48.2700,14.400000,0.320000,14.400000,0.320000,0.320766,0.320766,"LINESTRING (-111.9606237 33.3782575, -111.9607045 33.3782571, -111.961002 33.3782555, -111.96114 33.3782547)",480.000000,-1.000000,0.018750,7.490625,7.500000,7.509375,33.749999,54.303748,6400.000000,726043461.372206,45.000000,33.750000,72.405000,54.303750,44.789062,44.789062,44.892554,72.065602,72.065600,72.232119,0.040096,0.000000,45.000,44.964,44.928,44.893,44.857,44.821,33.750,44.821,44.857,44.893,44.928,44.964,
1,1155,721,488,2090.0000,0.0000,0.0000,-1.0000,0.0000,14400.0000,4800.0000,696.6667,0.1451,0.0100,0.0100,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.348334,0.000000,0.348334,0.000000,0.000000,"LINESTRING (-111.9450662 33.3782034, -111.9450326 33.3782035, -111.944995 33.3782037)",2090.000000,-1.000000,0.145139,7.427431,7.500000,7.572569,33.745788,54.296974,4800.000000,0.000000,45.000000,33.750000,72.405000,54.303750,43.367188,43.364301,44.064683,69.777805,69.773160,70.900074,0.000000,0.000000,45.000,44.682,44.363,44.045,43.727,43.408,-nan(ind),43.408,43.727,44.045,44.363,44.682,
1,1156,721,722,2100.0000,0.0000,0.0000,-1.0000,0.0000,14400.0000,4800.0000,700.0000,0.1458,0.0200,0.0200,0.1500,4.0000,1.0000,10.0000,16.0900,21.000000,0.700001,21.000000,0.700001,0.476627,0.476627,"LINESTRING (-111.9450662 33.3782034, -111.9452812 33.3782025)",2100.000000,-1.000000,0.145833,7.427083,7.500000,7.572917,33.745707,54.296843,4800.000000,44625.342569,45.000000,33.750000,72.405000,54.303750,43.359375,43.356433,44.059630,69.765234,69.760501,70.891944,0.013618,0.000000,45.000,44.680,44.360,44.040,43.720,43.399,33.746,43.399,43.720,44.040,44.360,44.680,
1,1157,722,721,2090.0000,0.0000,0.0000,-1.0000,0.0000,14400.0000,4800.0000,696.6667,0.1451,0.0200,0.0200,0.1500,4.0000,1.0000,10.0000,16.0900,20.900000,0.696667,20.900000,0.696667,0.474303,0.474303,"LINESTRING (-111.9452812 33.3782025, -111.9450662 33.3782034)",2090.000000,-1.000000,0.145139,7.427431,7.500000,7.572569,33.745788,54.296974,4800.000000,45513.834763,45.000000,33.750000,72.405000,54.303750,43.367188,43.364301,44.064683,69.777805,69.773160,70.900074,0.013616,0.000000,45.000,44.682,44.363,44.045,43.727,43.408,33.746,43.408,43.727,44.045,44.363,44.682,
1,1158,722,1189,2100.0000,0.0000,0.0000,-1.0000,0.0000,14400.0000,4800.0000,700.0000,0.1458,0.0100,0.0100,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.350000,0.000000,0.350000,0.000000,0.000000,"LINESTRING (-111.9452812 33.3782025, -111.9453465 33.3782022)",2100.000000,-1.000000,0.145833,7.427083,7.500000,7.572917,33.745707,54.296843,4800.000000,0.000000,45.000000,33.750000,72.405000,54.303750,43.359375,43.356433,44.059630,69.765234,69.760501,70.891944,0.000000,0.000000,45.000,44.680,44.360,44.040,43.720,43.399,-nan(ind),43.399,43.720,44.040,44.360,44.680,
1,1159,723,1240,1220.0000,0.0000,0.0000,-1.0000,0.0000,6400.0000,3200.0000,610.0000,0.1906,0.0100,0.0100,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.203336,0.000000,0.203336,0.000000,0.000000,"LINESTRING (-111.9374347 33.3636609, -111.9373651 33.3636617)",1220.000000,-1.000000,0.190625,7.404687,7.500000,7.595313,33.737471,54.283590,3200.000000,0.000000,45.000000,33.750000,72.405000,54.303750,42.855469,42.846982,43.721716,68.954449,68.940794,70.348241,0.000000,0.000000,45.000,44.558,44.117,43.675,43.234,-nan(ind),-nan(ind),-nan(ind),43.234,43.675,44.117,44.558,
1,1160,724,725,1730.0000,0.0000,0.0000,-1.0000,0.0000,6400.0000,3200.0000,865.0000,0.2703,0.6700,0.6700,0.1500,4.0000,1.0000,36.7146,59.0738,709.300000,19.319300,709.300000,19.319300,21.179047,21.179047,"LINESTRING (-111.9104314 33.3637689, -111.910263 33.3637697, -111.910188 33.3637701, -111.90925 33.3637748, -111.909191 33.3637751, -111.907982 33.3637811, -111.907767 33.3637822, -111.907139 33.3637854, -111.9066417 33.3637878, -111.9049121 33.3637965, -111.9032504 33.3638048)",1730.000000,-1.000000,0.270313,7.364844,7.500000,7.635156,26.210642,42.172923,3200.000000,118114.995695,35.000000,26.250000,56.315000,42.236250,32.634766,32.608651,33.490647,52.509338,52.467319,53.886452,0.734533,0.000000,35.000,34.460,33.920,33.379,32.839,29.826,26.211,29.826,32.839,33.379,33.920,34.460,
1,1161,724,2129,270.0000,0.0000,0.0000,-1.0000,0.0000,25600.0000,6400.0000,67.5000,0.0105,0.0700,0.0700,0.1500,4.0000,1.0000,42.8571,68.9571,13.500000,0.315000,13.500000,0.315000,0.386229,0.386229,"LINESTRING (-111.9104314 33.3637689, -111.910523 33.3637685, -111.9105743 33.3637682, -111.910912 33.3637667, -111.91107 33.363766, -111.911233 33.3637652)",270.000000,-1.000000,0.010547,7.494727,7.500000,7.505273,26.250000,42.236250,6400.000000,15638219806.134659,35.000000,26.250000,56.315000,42.236250,34.907715,34.907715,34.953371,56.166513,56.166513,56.239974,0.085829,0.000000,35.000,34.984,34.969,34.953,34.938,34.922,26.250,34.922,34.938,34.953,34.969,34.984,
1,1162,725,724,270.0000,0.0000,0.0000,-1.0000,0.0000,6400.0000,3200.0000,135.0000,0.0422,0.6700,0.6700,0.1500,4.0000,1.0000,36.7164,59.0767,110.700000,3.015000,110.700000,3.015000,3.180336,3.180336,"LINESTRING (-111.9032504 33.3638048, -111.9049121 33.3637965, -111.9066417 33.3637878, -111.907139 33.3637854, -111.907767 33.3637822, -111.907982 33.3637811, -111.909191 33.3637751, -111.90925 33.3637748, -111.910188 33.3637701, -111.910263 33.3637697, -111.9104314 33.3637689)",270.000000,-1.000000,0.042188,7.478906,7.500000,7.521094,26.249977,42.236212,3200.000000,244385944.275830,35.000000,26.250000,56.315000,42.236250,34.630859,34.630843,34.807642,55.721053,55.721026,56.005497,0.706741,0.000000,35.000,34.936,34.872,34.807,34.743,34.679,26.250,34.679,34.743,34.807,34.872,34.936,
1,1163,725,1891,1730.0000,0.0000,0.0000,-1.0000,0.0000,14400.0000,4800.0000,576.6667,0.1201,0.0600,0.0600,0.1500,4.0000,1.0000,40.0000,64.3600,69.200000,1.730001,69.200000,1.730001,2.010978,2.010978,"LINESTRING (-111.9032504 33.3638048, -111.90275 33.363806, -111.9026145 33.3638064)",1730.000000,-1.000000,0.120139,7.439931,7.500000,7.560069,26.248462,42.233776,4800.000000,509715.200519,35.000000,26.250000,56.315000,42.236250,33.948785,33.947724,34.411119,54.623595,54.621888,55.367490,0.069745,0.000000,35.000,34.801,34.602,34.403,34.203,34.004,26.248,34.004,34.203,34.403,34.602,34.801,
1,1164,726,727,70.0000,0.0000,0.0000,-1.0000,0.0000,1200.0000,1200.0000,70.0000,0.0583,0.0200,0.0200,0.1500,4.0000,1.0000,10.0000,16.0900,0.700000,0.023333,0.700000,0.023333,0.023515,0.023515,"LINESTRING (-111.9523968 33.3837829, -111.9524031 33.3836292)",70.000000,-1.000000,0.058333,7.470833,7.500000,7.529167,22.499927,36.202382,1200.000000,704262.799645,30.000000,22.500000,48.270000,36.202500,29.562500,29.562449,29.768487,47.566063,47.565980,47.897495,0.020156,0.000000,30.000,29.923,29.845,29.768,29.690,29.613,22.500,29.613,29.690,29.768,29.845,29.923,
1,1165,727,728,70.0000,0.0000,0.0000,-1.0000,0.0000,1200.0000,1200.0000,70.0000,0.0583,0.0100,0.0100,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.011667,0.000000,0.011667,0.000000,0.000000,"LINESTRING (-111.9524031 33.3836292, -111.9523761 33.3835801)",70.000000,-1.000000,0.058333,7.470833,7.500000,7.529167,22.499927,36.202382,1200.000000,0.000000,30.000000,22.500000,48.270000,36.202500,29.562500,29.562449,29.768487,47.566063,47.565980,47.897495,0.000000,0.000000,30.000,29.923,29.845,29.768,29.690,29.613,-nan(ind),29.613,29.690,29.768,29.845,29.923,
1,1166,728,37,0.0000,0.0000,0.0000,-1.0000,0.0000,99999.0000,99999.0000,0.0000,0.0000,0.1200,0.1200,0.1500,4.0000,1.0000,55.0000,88.4950,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.9523761 33.3835801, -111.95266826470905 33.38200595780043)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,41.250000,66.371250,0.000000,-nan(ind),55.000000,41.250000,88.495000,66.371250,55.000000,55.000000,55.000000,88.495000,88.495000,88.495000,0.120000,0.000000,55.000,55.000,55.000,55.000,55.000,55.000,-nan(ind),55.000,55.000,55.000,55.000,55.000,
1,1167,728,2755,0.0000,0.0000,0.0000,-1.0000,0.0000,1200.0000,1200.0000,0.0000,0.0000,0.0100,0.0100,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.9523761 33.3835801, -111.9523436 33.3836282)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,22.500000,36.202500,0.000000,-nan(ind),30.000000,22.500000,48.270000,36.202500,30.000000,30.000000,30.000000,48.270000,48.270000,48.270000,0.000000,0.000000,30.000,30.000,30.000,30.000,30.000,30.000,-nan(ind),30.000,30.000,30.000,30.000,30.000,
1,1168,728,2759,70.0000,0.0000,0.0000,-1.0000,0.0000,1200.0000,1200.0000,70.0000,0.0583,0.5300,0.5300,0.1500,4.0000,1.0000,29.4339,47.3592,18.200000,0.618334,18.200000,0.618334,0.611385,0.611385,"LINESTRING (-111.9523761 33.3835801, -111.9523829 33.3832393, -111.9523901 33.3828758, -111.9524129 33.3821179, -111.9524339 33.3813601, -111.9524415 33.3809799, -111.952458 33.3804341, -111.9524749 33.3797674)",70.000000,-1.000000,0.058333,7.470833,7.500000,7.529167,22.499927,36.202382,1200.000000,18310832.790760,30.000000,22.500000,48.270000,36.202500,29.562500,29.562449,29.768487,47.566063,47.565980,47.897495,0.524044,0.000000,30.000,29.923,29.845,29.768,29.690,29.613,22.500,29.613,29.690,29.768,29.845,29.923,
1,1169,729,730,760.0000,0.0000,0.0000,-1.0000,0.0000,14400.0000,4800.0000,253.3333,0.0528,0.1200,0.1200,0.1500,4.0000,1.0000,45.0000,72.4050,68.400000,1.520000,68.400000,1.520000,1.530631,1.530631,"LINESTRING (-111.9608818 33.3887142, -111.9608745 33.3888287, -111.9608343 33.3895428, -111.9608305 33.3896012, -111.9608237 33.3898592, -111.960825 33.3900351)",760.000000,-1.000000,0.052778,7.473611,7.500000,7.526389,33.749926,54.303631,4800.000000,25336685.068884,45.000000,33.750000,72.405000,54.303750,44.406250,44.406198,44.687454,71.449656,71.449573,71.902113,0.120839,0.000000,45.000,44.896,44.791,44.687,44.582,44.478,33.750,44.478,44.582,44.687,44.791,44.896,
1,1170,729,2656,0.0000,0.0000,0.0000,-1.0000,0.0000,14400.0000,4800.0000,0.0000,0.0000,0.0100,0.0100,0.1500,4.0000,1.0000,10.0000,16.0900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.9608818 33.3887142, -111.9608783 33.3885752)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,33.750000,54.303750,0.000000,-nan(ind),45.000000,33.750000,72.405000,54.303750,45.000000,45.000000,45.000000,72.405000,72.405000,72.405000,0.013333,0.000000,45.000,45.000,45.000,45.000,45.000,45.000,-nan(ind),45.000,45.000,45.000,45.000,45.000,
1,1171,730,729,0.0000,0.0000,0.0000,-1.0000,0.0000,14400.0000,4800.0000,0.0000,0.0000,0.1200,0.1200,0.1500,4.0000,1.0000,45.0000,72.4050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.960825 33.3900351, -111.9608237 33.3898592, -111.9608305 33.3896012, -111.9608343 33.3895428, -111.9608745 33.3888287, -111.9608818 33.3887142)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,33.750000,54.303750,0.000000,-nan(ind),45.000000,33.750000,72.405000,54.303750,45.000000,45.000000,45.000000,72.405000,72.405000,72.405000,0.120000,0.000000,45.000,45.000,45.000,45.000,45.000,45.000,-nan(ind),45.000,45.000,45.000,45.000,45.000,
1,1172,730,2657,760.0000,0.0000,0.0000,-1.0000,0.0000,14400.0000,4800.0000,253.3333,0.0528,0.0400,0.0400,0.1500,4.0000,1.0000,30.0000,48.2700,22.800000,0.506667,22.800000,0.506667,0.510210,0.510210,"LINESTRING (-111.960825 33.3900351, -111.9608239 33.3901196, -111.9608219 33.390282, -111.960819 33.3904187)",760.000000,-1.000000,0.052778,7.473611,7.500000,7.526389,33.749926,54.303631,4800.000000,8445561.689628,45.000000,33.750000,72.405000,54.303750,44.406250,44.406198,44.687454,71.449656,71.449573,71.902113,0.040280,0.000000,45.000,44.896,44.791,44.687,44.582,44.478,33.750,44.478,44.582,44.687,44.791,44.896,
1,1173,731,116,0.0000,0.0000,0.0000,-1.0000,0.0000,1200.0000,1200.0000,0.0000,0.0000,0.0700,0.0700,0.1500,4.0000,1.0000,25.7143,41.3743,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.9545016 33.3548004, -111.9544994 33.3543729)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,18.750000,30.168750,0.000000,-nan(ind),25.000000,18.750000,40.225000,30.168750,25.000000,25.000000,25.000000,40.225000,40.225000,40.225000,0.072000,0.000000,25.000,25.000,25.000,25.000,25.000,25.000,-nan(ind),25.000,25.000,25.000,25.000,25.000,
1,1174,731,496,0.0000,0.0000,0.0000,-1.0000,0.0000,4800.0000,2400.0000,0.0000,0.0000,0.5700,0.5700,0.1500,4.0000,1.0000,40.0000,64.3600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.9545016 33.3548004, -111.9537011 33.3548056, -111.953135 33.3548115, -111.9528678 33.3548086, -111.9525573 33.3548102, -111.9516439 33.354815, -111.9507659 33.3548195, -111.9503203 33.3548214, -111.9500578 33.3548252, -111.9491618 33.3548231, -111.9481207 33.3548294, -111.9479285 33.3548323)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,30.000000,48.270000,0.000000,-nan(ind),40.000000,30.000000,64.360000,48.270000,40.000000,40.000000,40.000000,64.360000,64.360000,64.360000,0.570000,0.000000,40.000,40.000,40.000,40.000,40.000,40.000,-nan(ind),40.000,40.000,40.000,40.000,40.000,
1,1175,731,732,0.0000,0.0000,0.0000,-1.0000,0.0000,4800.0000,2400.0000,0.0000,0.0000,0.3700,0.3700,0.1500,4.0000,1.0000,25.9459,41.7470,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.9545016 33.3548004, -111.9547474 33.3548011, -111.9551199 33.3547822, -111.955329 33.3547602, -111.9555073 33.3547368, -111.9556029 33.3547219, -111.9559537 33.3546531, -111.9561189 33.3546148, -111.9563151 33.3545576, -111.9566346 33.3544585, -111.9567425 33.3544194, -111.9568409 33.3543809, -111.9570027 33.3543185, -111.9570862 33.3542819)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,18.750000,30.168750,0.000000,-nan(ind),25.000000,18.750000,40.225000,30.168750,25.000000,25.000000,25.000000,40.225000,40.225000,40.225000,0.384000,0.000000,25.000,25.000,25.000,25.000,25.000,25.000,-nan(ind),25.000,25.000,25.000,25.000,25.000,
1,1176,732,152,0.0000,0.0000,0.0000,-1.0000,0.0000,4800.0000,2400.0000,0.0000,0.0000,0.0200,0.0200,0.1500,4.0000,1.0000,10.0000,16.0900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.9570862 33.3542819, -111.957183 33.3542347)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,18.750000,30.168750,0.000000,-nan(ind),25.000000,18.750000,40.225000,30.168750,25.000000,25.000000,25.000000,40.225000,40.225000,40.225000,0.024000,0.000000,25.000,25.000,25.000,25.000,25.000,25.000,-nan(ind),25.000,25.000,25.000,25.000,25.000,
1,1177,732,731,0.0000,0.0000,0.0000,-1.0000,0.0000,4800.0000,2400.0000,0.0000,0.0000,0.3700,0.3700,0.1500,4.0000,1.0000,25.9459,41.7470,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.9570862 33.3542819, -111.9570027 33.3543185, -111.9568409 33.3543809, -111.9567425 33.3544194, -111.9566346 33.3544585, -111.9563151 33.3545576, -111.9561189 33.3546148, -111.9559537 33.3546531, -111.9556029 33.3547219, -111.9555073 33.3547368, -111.955329 33.3547602, -111.9551199 33.3547822, -111.9547474 33.3548011, -111.9545016 33.3548004)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,18.750000,30.168750,0.000000,-nan(ind),25.000000,18.750000,40.225000,30.168750,25.000000,25.000000,25.000000,40.225000,40.225000,40.225000,0.384000,0.000000,25.000,25.000,25.000,25.000,25.000,25.000,-nan(ind),25.000,25.000,25.000,25.000,25.000,
1,1178,733,734,0.0000,0.0000,0.0000,-1.0000,0.0000,9200.0000,4600.0000,0.0000,0.0000,0.0600,0.0600,0.1500,4.0000,1.0000,70.0000,112.6300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.9756767 33.4094837, -111.975257 33.4093257, -111.9748461 33.4090831, -111.9745981 33.4089057)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,56.250000,90.506250,0.000000,-nan(ind),75.000000,56.250000,120.675000,90.506250,75.000000,75.000000,75.000000,120.675000,120.675000,120.675000,0.056000,0.000000,75.000,75.000,75.000,75.000,75.000,75.000,-nan(ind),75.000,75.000,75.000,75.000,75.000,
1,1179,734,766,0.0000,0.0000,0.0000,-1.0000,0.0000,9200.0000,4600.0000,0.0000,0.0000,0.0300,0.0300,0.1500,4.0000,1.0000,40.0000,64.3600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.9745981 33.4089057, -111.9742587 33.4086773, -111.9741149 33.4085771)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,56.250000,90.506250,0.000000,-nan(ind),75.000000,56.250000,120.675000,90.506250,75.000000,75.000000,75.000000,120.675000,120.675000,120.675000,0.032000,0.000000,75.000,75.000,75.000,75.000,75.000,75.000,-nan(ind),75.000,75.000,75.000,75.000,75.000,
1,1180,734,2828,0.0000,0.0000,0.0000,-1.0000,0.0000,36800.0000,9200.0000,0.0000,0.0000,0.0300,0.0300,0.1500,4.0000,1.0000,40.0000,64.3600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.9745981 33.4089057, -111.9743934 33.4086756, -111.974373 33.4086114, -111.9743798 33.4085472, -111.97448 33.4083641)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,56.250000,90.506250,0.000000,-nan(ind),75.000000,56.250000,120.675000,90.506250,75.000000,75.000000,75.000000,120.675000,120.675000,120.675000,0.032000,0.000000,75.000,75.000,75.000,75.000,75.000,75.000,-nan(ind),75.000,75.000,75.000,75.000,75.000,
1,1181,735,736,0.0000,0.0000,0.0000,-1.0000,0.0000,40000.0000,8000.0000,0.0000,0.0000,0.0100,0.0100,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.891757 33.3928129, -111.8917008 33.3928123)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,26.250000,42.236250,0.000000,-nan(ind),35.000000,26.250000,56.315000,42.236250,35.000000,35.000000,35.000000,56.315000,56.315000,56.315000,0.000000,0.000000,35.000,35.000,35.000,35.000,35.000,35.000,-nan(ind),35.000,35.000,35.000,35.000,35.000,
1,1182,736,1871,0.0000,0.0000,0.0000,-1.0000,0.0000,40000.0000,8000.0000,0.0000,0.0000,0.1000,0.1000,0.1500,4.0000,1.0000,36.0000,57.9240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.8917008 33.3928123, -111.8906278 33.3928113)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,26.250000,42.236250,0.000000,-nan(ind),35.000000,26.250000,56.315000,42.236250,35.000000,35.000000,35.000000,56.315000,56.315000,56.315000,0.102857,0.000000,35.000,35.000,35.000,35.000,35.000,35.000,-nan(ind),35.000,35.000,35.000,35.000,35.000,
1,1183,737,1171,1690.0000,0.0000,0.0000,-1.0000,0.0000,6400.0000,3200.0000,845.0000,0.2641,0.0100,0.0100,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.281680,0.000000,0.281680,0.000000,0.000000,"LINESTRING (-111.894607 33.3639276, -111.894608 33.3638687)",1690.000000,-1.000000,0.264062,7.367969,7.500000,7.632031,26.214153,42.178572,3200.000000,0.000000,35.000000,26.250000,56.315000,42.236250,32.689453,32.665629,33.533371,52.597330,52.558998,53.955194,0.000000,0.000000,35.000,34.477,33.953,33.430,32.907,-nan(ind),-nan(ind),-nan(ind),32.907,33.430,33.953,34.477,
1,1184,737,1247,0.0000,0.0000,0.0000,-1.0000,0.0000,6400.0000,3200.0000,0.0000,0.0000,0.0100,0.0100,0.1500,4.0000,1.0000,10.0000,16.0900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-111.894607 33.3639276, -111.8947271 33.3639278)",0.000000,-1.000000,0.000000,7.500000,7.500000,7.500000,26.250000,42.236250,0.000000,-nan(ind),35.000000,26.250000,56.315000,42.236250,35.000000,35.000000,35.000000,56.315000,56.315000,56.315000,0.017143,0.000000,35.000,35.000,35.000,35.000,35.000,35.000,-nan(ind),35.000,35.000,35.000,35.000,35.000,
1,1185,738,739,2280.0000,0.0000,0.0000,-1.0000,0.0000,6400.0000,3200.0000,1140.0000,0.3563,0.2900,0.2900,0.1500,4.0000,1.0000,37.2358,59.9123,410.400000,11.021664,410.400000,11.021664,12.489812,12.489812,"LINESTRING (-111.8947203 33.3592563, -111.8947761 33.3585624, -111.8948156 33.3580683, -111.8948638 33.3575432, -111.8948975 33.3567981, -111.8949037 33.3566778)",2280.000000,-1.000000,0.356250,7.321875,7.500000,7.678125,26.131620,42.045777,3200.000000,15798.574805,35.000000,26.250000,56.315000,42.236250,31.882812,31.805967,32.858781,51.299445,51.175801,52.869779,0.328679,0.000000,35.000,34.193,33.386,32.579,31.774,28.108,26.132,28.108,31.774,32.579,33.386,34.193,
